content,tag,content_original
"ASSIGN = dict(zip( US['Provincepath'].unique(), color_US )) def race_barchart_US(date): ASSIGN = US[US['date'].eq(date)].sort_values(by='Confirmed', ascending=True).tail(10) ax.clear() ax.barh(ASSIGN['Provincepath'], ASSIGN['Confirmed'], color=[ASSIGN[x] for x in ASSIGN['Provincepath']],height=0.8) ASSIGN = dff['Confirmed'].max() path for i, (value, name) in enumerate(zip(ASSIGN['Confirmed'], ASSIGN['Provincepath'])): ax.text(0, i,name+' ',size=16, weight=600, ha='right', va='center') ax.text(value+ASSIGN, i,f'{value:,.0f}', size=16, ha='left', va='center') ax.text(0.9, 0.2, date, transform=ax.transAxes, color=' ax.text(0.59, 0.14, 'Total Confirmed:'+str(int(ASSIGN['Confirmed'].sum())), transform=ax.transAxes, size=24, color=' ax.tick_params(axis='x', colors=' ax.xaxis.set_ticks_position('top') ax.set_yticks([]) ax.margins(0, 0.01) ax.grid(which='major', axis='x', linestyle='-') ax.text(0, 1.15, 'Confirmed for each date in US ', ASSIGN=ax.transAxes, size=24, weight=600, ha='left', va='top') plt.box(False) ASSIGN = list(set(US.date.values)) ASSIGN.sort() ASSIGN = plt.subplots(figsize=(16, 9)) HTML(animation.FuncAnimation(fig, race_barchart_US, frames=ASSIGN,interval=400).to_jshtml())",1,"['colors_US = dict(zip(\n', ""    US['Province/State'].unique(),\n"", '    color_US\n', '))\n', '\n', '\n', 'def race_barchart_US(date):\n', ""    dff = US[US['date'].eq(date)].sort_values(by='Confirmed', ascending=True).tail(10)\n"", '    ax.clear()\n', ""    ax.barh(dff['Province/State'], dff['Confirmed'], color=[colors_US[x] for x in dff['Province/State']],height=0.8)\n"", ""    dx = dff['Confirmed'].max() / 200\n"", '    \n', ""    for i, (value, name) in enumerate(zip(dff['Confirmed'], dff['Province/State'])):\n"", ""        ax.text(0, i,name+' ',size=16, weight=600, ha='right', va='center') \n"", ""        ax.text(value+dx, i,f'{value:,.0f}',  size=16, ha='left',  va='center') \n"", '            \n', ""    ax.text(0.9, 0.2, date, transform=ax.transAxes, color='#777777', size=72, ha='right', weight=1000) \n"", ""    ax.text(0.59, 0.14, 'Total Confirmed:'+str(int(dff['Confirmed'].sum())), transform=ax.transAxes, size=24, color='#000000',ha='left')\n"", ""    ax.tick_params(axis='x', colors='#777777', labelsize=12) \n"", ""    ax.xaxis.set_ticks_position('top') \n"", '    ax.set_yticks([])\n', '    ax.margins(0, 0.01)\n', ""    ax.grid(which='major', axis='x', linestyle='-') \n"", ""    ax.text(0, 1.15, 'Confirmed for each date in US ',\n"", ""                transform=ax.transAxes, size=24, weight=600, ha='left', va='top') \n"", '\n', '    plt.box(False)\n', '    \n', '\n', 'day = list(set(US.date.values))\n', 'day.sort()\n', '\n', 'fig, ax = plt.subplots(figsize=(16, 9))\n', '\n', 'HTML(animation.FuncAnimation(fig, race_barchart_US, frames=day,interval=400).to_jshtml())']"
models.keys(),0,['models.keys()']
ASSIGN = scaler.transform(CC),0,['scaled_data = scaler.transform(CC)']
"CHECKPOINT ASSIGN = ASSIGN[pd.notnull(ASSIGN['TotalCharges'])] print(,ASSIGN['TotalCharges'].isna().sum()) ASSIGN = pd.to_numeric(ASSIGN,errors='coerce')",0,"['# Removing the missing values\n', ""data = data[pd.notnull(data['TotalCharges'])]\n"", 'print(""Number of null values in total charges:"",data[\'TotalCharges\'].isna().sum())\n', ""data['TotalCharges'] = pd.to_numeric(data['TotalCharges'],errors='coerce')""]"
"ASSIGN = AR(artime['Total']) ASSIGN = model.fit(maxlag=8) ASSIGN = ARfit.predict(start=len(artime), end=len(artime)+20).rename('Forecast') artime['Total'].plot(legend=True) ASSIGN.plot(legend=True, grid=True, figsize=(12,6));",1,"[""model = AR(artime['Total'])\n"", '\n', '# Next, fit the model\n', 'ARfit = model.fit(maxlag=8)\n', '\n', '# Make predictions\n', ""fcast = ARfit.predict(start=len(artime), end=len(artime)+20).rename('Forecast')\n"", '\n', '# Plot the results\n', ""artime['Total'].plot(legend=True)\n"", 'fcast.plot(legend=True, grid=True, figsize=(12,6));']"
"lineplot(total_sales_group, title = 'Sales by Year', ylabel ='Sales (In Millions)', legendsize = 8)",1,"[""lineplot(total_sales_group, title = 'Sales by Year', ylabel ='Sales (In Millions)', legendsize = 8)""]"
"CHECKPOINT ASSIGN = GaussianNB() ASSIGN.fit(train_x, train_y) ASSIGN = cross_val_score(gaussian,train_x,train_y,cv=5,scoring='accuracy') print('Cross validation: %.5f'%ASSIGN.mean()) print('standard deviation of Cross validation: %.5f'%ASSIGN.std(ddof=1))",0,"['#Gaussian Naive Bayes\n', 'gaussian = GaussianNB()\n', 'gaussian.fit(train_x, train_y)\n', '#Cross validation\n', ""scores = cross_val_score(gaussian,train_x,train_y,cv=5,scoring='accuracy')\n"", ""print('Cross validation: %.5f'%scores.mean())\n"", ""print('standard deviation of Cross validation: %.5f'%scores.std(ddof=1))""]"
"sns.lineplot(x = 'TOEFL Score', y = 'CGPA', data = df)",1,"[""sns.lineplot(x = 'TOEFL Score', y = 'CGPA', data = df)""]"
"ASSIGN = np.hstack((train_digital, train_category)) ASSIGN = np.hstack((test_digital, test_category)) train_features.shape, test_features.shape",0,"['train_features = np.hstack((train_digital, train_category))\n', 'test_features = np.hstack((test_digital, test_category))\n', 'train_features.shape, test_features.shape']"
"sns.catplot(x='Year', y='Assault on women', data=cbdr,height = 5, aspect = 4)",1,"[""sns.catplot(x='Year', y='Assault on women', data=cbdr,height = 5, aspect = 4)""]"
"ASSIGN = add_constant(data_new) pd.Series([variance_inflation_factor(ASSIGN.values, i) for i in range(ASSIGN.shape[1])], index=ASSIGN.columns)",0,"['X = add_constant(data_new)\n', 'pd.Series([variance_inflation_factor(X.values, i) \n', '           for i in range(X.shape[1])], index=X.columns)']"
"SLICE=df.Attrition.eq('Yes').mul(1) ASSIGN=[] ASSIGN=[] for key, value in dtypes.items(): if key!='Attrition': ASSIGN == ""int64"": ASSIGN.append(key) else: ASSIGN.append(key) ASSIGN = pd.get_dummies(ASSIGN, columns=cat)",0,"['# preprocessing : categorical encoding\n', ""df['Attrition']=df.Attrition.eq('Yes').mul(1) # change target from Yes/no to 1/0\n"", 'cont=[]\n', 'cat=[]\n', 'for key, value in dtypes.items():\n', ""    if key!='Attrition':\n"", '        if value == ""int64"":\n', '            cont.append(key)\n', '        else:\n', '            cat.append(key)\n', 'df = pd.get_dummies(df, columns=cat)']"
"ASSIGN = train[(train['hour'] < 19) & (train['hour'] > 7)] ASSIGN = plt.figure(figsize=(25, 60)) ASSIGN = [np.random.choice(day.loc[day['category_id'] == i, 'file_name'], 4) for i in day.category_id.unique()] ASSIGN = [i for j in ASSIGN for i in j] ASSIGN = [[i] * 4 for i in train.category_id.unique()] ASSIGN = [i for j in ASSIGN for i in j] for idx, img in enumerate(ASSIGN): ASSIGN = fig.add_subplot(14, 4, idx + 1, xticks=[], yticks=[]) ASSIGN = Image.open(""..path"" + img) plt.imshow(ASSIGN) ASSIGN.set_title(f'Label: {ASSIGN[idx]}')",1,"[""day = train[(train['hour'] < 19) & (train['hour'] > 7)]\n"", '# sample night images\n', 'fig = plt.figure(figsize=(25, 60))\n', ""imgs = [np.random.choice(day.loc[day['category_id'] == i, 'file_name'], 4) for i in day.category_id.unique()]\n"", 'imgs = [i for j in imgs for i in j]\n', 'labels = [[i] * 4 for i in train.category_id.unique()]\n', 'labels = [i for j in labels for i in j]\n', 'for idx, img in enumerate(imgs):\n', '    ax = fig.add_subplot(14, 4, idx + 1, xticks=[], yticks=[])\n', '    im = Image.open(""../input/train_images/"" + img)\n', '    plt.imshow(im)\n', ""    ax.set_title(f'Label: {labels[idx]}')""]"
"SETUP ASSIGN = Sequential() ASSIGN.add(Conv2D(64, kernel_size=3, activation=""relu"", input_shape=(28,28,1))) ASSIGN.add(Conv2D(32, kernel_size=3, activation=""relu"")) ASSIGN.add(Flatten()) ASSIGN.add(Dense(10, activation='softmax'))",0,"['##BUILDING THE MODEL\n', 'from keras.models import Sequential\n', 'from keras.layers import Dense, Conv2D, Flatten#create model\n', '\n', 'model = Sequential()#add model layers\n', '\n', 'model.add(Conv2D(64, kernel_size=3, activation=""relu"", input_shape=(28,28,1)))\n', 'model.add(Conv2D(32, kernel_size=3, activation=""relu""))\n', 'model.add(Flatten())\n', ""model.add(Dense(10, activation='softmax'))""]"
"ASSIGN = ASSIGN.permute(1, 0)",0,"['soundFormatted = soundFormatted.permute(1, 0)']"
"ASSIGN = pd.DataFrame([['West Bank and Gaza'],[2697687],[485],[5559],[0],[19],['57%']]) ASSIGN = ASSIGN.T ASSIGN.columns = population.columns ASSIGN = ASSIGN.append(westbank)",0,"[""westbank = pd.DataFrame([['West Bank and Gaza'],[2697687],[485],[5559],[0],[19],['57%']])\n"", 'westbank = westbank.T\n', 'westbank.columns = population.columns\n', '\n', 'population = population.append(westbank)']"
SETUP,0,['!tree {path}']
"CHECKPOINT ASSIGN = Sequential() ASSIGN.add(Conv2D(32, (3, 3), activation='relu', kernel_initializer='he_uniform', padding='same', input_shape=(100, 100, 3))) ASSIGN.add(MaxPooling2D((2, 2))) ASSIGN.add(Dropout(0.2)) ASSIGN.add(Conv2D(64, (3, 3), activation='relu', kernel_initializer='he_uniform', padding='same')) ASSIGN.add(MaxPooling2D((2, 2))) ASSIGN.add(Dropout(0.2)) ASSIGN.add(Conv2D(128, (3, 3), activation='relu', kernel_initializer='he_uniform', padding='same')) ASSIGN.add(MaxPooling2D((2, 2))) ASSIGN.add(Dropout(0.2)) ASSIGN.add(Conv2D(256, (3, 3), activation='relu', kernel_initializer='he_uniform', padding='same')) ASSIGN.add(MaxPooling2D((2, 2))) ASSIGN.add(Dropout(0.2)) ASSIGN.add(Flatten()) ASSIGN.add(Dense(128, activation='relu', kernel_initializer='he_uniform')) ASSIGN.add(Dropout(0.5)) ASSIGN.add(Dense(1, activation='sigmoid')) print(ASSIGN.summary()) input_and_run(ASSIGN,X_train,X_val,X_test,Y_train,Y_val,Y_test,alpha=0.002,num_epochs=200)",0,"['##BUILDING THE MODEL 1\n', '\n', 'model2 = Sequential()#add model layers\n', '\n', ""model2.add(Conv2D(32, (3, 3), activation='relu', kernel_initializer='he_uniform', padding='same', input_shape=(100, 100, 3)))\n"", 'model2.add(MaxPooling2D((2, 2)))\n', 'model2.add(Dropout(0.2))\n', ""model2.add(Conv2D(64, (3, 3), activation='relu', kernel_initializer='he_uniform', padding='same'))\n"", 'model2.add(MaxPooling2D((2, 2)))\n', 'model2.add(Dropout(0.2))\n', ""model2.add(Conv2D(128, (3, 3), activation='relu', kernel_initializer='he_uniform', padding='same'))\n"", 'model2.add(MaxPooling2D((2, 2)))\n', 'model2.add(Dropout(0.2))\n', ""model2.add(Conv2D(256, (3, 3), activation='relu', kernel_initializer='he_uniform', padding='same'))\n"", 'model2.add(MaxPooling2D((2, 2)))\n', 'model2.add(Dropout(0.2))\n', 'model2.add(Flatten())\n', ""model2.add(Dense(128, activation='relu', kernel_initializer='he_uniform'))\n"", 'model2.add(Dropout(0.5))\n', ""model2.add(Dense(1, activation='sigmoid'))\n"", '\n', 'print(model2.summary())\n', 'input_and_run(model2,X_train,X_val,X_test,Y_train,Y_val,Y_test,alpha=0.002,num_epochs=200)']"
"CHECKPOINT def input_and_run(model,X_train,X_val,X_test,y_train,y_val,y_test,alpha=0.01,num_epochs=10): ASSIGN = keras.optimizers.Adam(learning_rate=alpha) ASSIGN=SGD(lr=alpha, momentum=0.9) model.compile(loss='binary_crossentropy', optimizer=ASSIGN,metrics=['accuracy']) model.fit(X_train, y_train, validation_data=(X_val, y_val), epochs=num_epochs) ASSIGN = model.evaluate(X_train,y_train) print(+str(ASSIGN[1]*100)) ASSIGN = model.evaluate(X_val,y_val) print(+str(ASSIGN[1]*100)) ASSIGN = model.evaluate(X_test,y_test) print(+str(ASSIGN[1]*100))",0,"['\n', '\n', 'def input_and_run(model,X_train,X_val,X_test,y_train,y_val,y_test,alpha=0.01,num_epochs=10):\n', '    \n', '    #compile model using accuracy to measure model performance\n', '    opt = keras.optimizers.Adam(learning_rate=alpha)\n', '    opt2=SGD(lr=alpha, momentum=0.9)\n', ""    model.compile(loss='binary_crossentropy', optimizer=opt,metrics=['accuracy'])\n"", '    \n', '    #train the model\n', '    model.fit(X_train, y_train, validation_data=(X_val, y_val), epochs=num_epochs)\n', '    \n', '    #Getting results\n', '    result = model.evaluate(X_train,y_train)\n', '    #print(result)\n', '    print(""Training accuracy = ""+str(result[1]*100))\n', '    result = model.evaluate(X_val,y_val)\n', '    #print(result)\n', '    print(""Validation accuracy = ""+str(result[1]*100))\n', '    result = model.evaluate(X_test,y_test)\n', '    #print(result)\n', '    print(""Test accuracy = ""+str(result[1]*100))\n', '\n']"
"vot_hard1.fit(x_train, x_test) vot_hard1.score(y_train,y_test)",0,"['vot_hard1.fit(x_train, x_test) \n', 'vot_hard1.score(y_train,y_test)']"
CHECKPOINT ASSIGN = pd.read_csv('..path') ASSIGN['Pred'] = test_preds submission_df,0,"[""submission_df = pd.read_csv('../input/google-cloud-ncaa-march-madness-2020-division-1-womens-tournament/WSampleSubmissionStage1_2020.csv')\n"", ""submission_df['Pred'] = test_preds\n"", 'submission_df']"
soundData.numel(),0,['soundData.numel()']
"model.compile(loss = 'categorical_crossentropy', optimizer = 'adam' , metrics = ['accuracy'])",0,"['# Compile Model\n', ""model.compile(loss = 'categorical_crossentropy', optimizer = 'adam' , metrics = ['accuracy'])""]"
"plt.figure(figsize=(18,70)) sns.barplot(x=test_transaction.isnull().sum().sort_values(ascending=False),y=test_transaction.isnull().sum().sort_values(ascending=False).index) plt.title(""counts of missing value for test_transaction"",size=20)",1,"['plt.figure(figsize=(18,70))\n', 'sns.barplot(x=test_transaction.isnull().sum().sort_values(ascending=False),y=test_transaction.isnull().sum().sort_values(ascending=False).index)\n', 'plt.title(""counts of missing value for test_transaction"",size=20)']"
"ASSIGN = plt.subplots(1, 2, figsize=(17, 7), dpi=200) ax[0].scatter(x=train_embeddings[:, 0], y=train_embeddings[:, 1], c=train_Y, s=3, cmap='RdYlBu_r') ax[0].set_xlabel('ivis 1') ax[0].set_ylabel('ivis 2') ax[0].set_title('Training Set') ax[1].scatter(x=test_embeddings[:, 0], y=test_embeddings[:, 1], c=test_Y, s=3, cmap='RdYlBu_r') ax[1].set_xlabel('ivis 1') ax[1].set_ylabel('ivis 2') ax[1].set_title('Testing Set')",1,"['fig, ax = plt.subplots(1, 2, figsize=(17, 7), dpi=200)\n', ""ax[0].scatter(x=train_embeddings[:, 0], y=train_embeddings[:, 1], c=train_Y, s=3, cmap='RdYlBu_r')\n"", ""ax[0].set_xlabel('ivis 1')\n"", ""ax[0].set_ylabel('ivis 2')\n"", ""ax[0].set_title('Training Set')\n"", '\n', ""ax[1].scatter(x=test_embeddings[:, 0], y=test_embeddings[:, 1], c=test_Y, s=3, cmap='RdYlBu_r')\n"", ""ax[1].set_xlabel('ivis 1')\n"", ""ax[1].set_ylabel('ivis 2')\n"", ""ax[1].set_title('Testing Set')""]"
"ASSIGN = kickstarters_2017.goal ASSIGN = minmax_scaling(usd_goal, columns = [0]) ASSIGN=plt.subplots(1,2) sns.distplot(kickstarters_2017.goal, ax=ax[0]) ax[0].set_title(""Original Data"") sns.distplot(ASSIGN, ax=ax[1]) ax[1].set_title(""Scaled data"")",1,"['# Your turn! \n', '\n', '# We just scaled the ""usd_goal_real"" column. What about the ""goal"" column?\n', '\n', 'usd_goal = kickstarters_2017.goal\n', '\n', '# scale the goals from 0 to 1\n', 'scaled_data = minmax_scaling(usd_goal, columns = [0])\n', '\n', '# plot the original & scaled data together to compare\n', 'fig, ax=plt.subplots(1,2)\n', 'sns.distplot(kickstarters_2017.goal, ax=ax[0])\n', 'ax[0].set_title(""Original Data"")\n', 'sns.distplot(scaled_data, ax=ax[1])\n', 'ax[1].set_title(""Scaled data"")']"
"train.rename(columns = {'Province_State':'Province','Country_Region':'Country'},inplace = True) test.rename(columns = {'Province_State':'Province','Country_Region':'Country'},inplace = True)",0,"[""train.rename(columns = {'Province_State':'Province','Country_Region':'Country'},inplace = True)\n"", ""test.rename(columns = {'Province_State':'Province','Country_Region':'Country'},inplace = True)""]"
"SETUP CHECKPOINT plt.rcParams['figure.figsize']=(20,10) py.init_notebook_mode(connected=False) print(os.listdir('..path'))",0,"['import matplotlib.pyplot as plt\n', 'import numpy as np\n', 'import plotly.offline as py\n', 'import plotly.graph_objs as go\n', 'import seaborn as sns\n', '\n', 'from sklearn.metrics import roc_auc_score\n', ' \n', 'import cv2\n', 'import torch.nn as nn\n', 'import torch.optim as optim\n', 'from torch.utils.data import Dataset, DataLoader, sampler, TensorDataset, random_split\n', 'from torch.optim import lr_scheduler\n', 'from torchvision import datasets, transforms, models\n', 'from torch import utils\n', '\n', 'import  time, copy, glob, torchvision, torch, os, json, re\n', 'from collections import Counter, OrderedDict\n', '\n', 'from PIL import Image\n', 'from sklearn.metrics import classification_report\n', '\n', '\n', ""plt.rcParams['figure.figsize']=(20,10)\n"", 'py.init_notebook_mode(connected=False)\n', '%matplotlib inline\n', ""print(os.listdir('../input'))""]"
ASSIGN=df_map_final.head(15),0,"['#lets take one data frame for bottom 15 cities with minimum retaurants counts \n', 'df_plot_bottom=df_map_final.head(15)']"
"RF.fit(x_train,x_test) ASSIGN = RF.predict(y_train) ASSIGN = pd.DataFrame(columns = ['PassengerId','Survived']) ASSIGN['PassengerId'] = result['PassengerId'] ASSIGN['Survived'] = ASSIGN ASSIGN.to_csv('RandomForest(No HT).csv',index = False)",0,"['RF.fit(x_train,x_test)\n', 'model7pred = RF.predict(y_train)\n', ""submission7 = pd.DataFrame(columns = ['PassengerId','Survived'])\n"", ""submission7['PassengerId'] = result['PassengerId']\n"", ""submission7['Survived'] = model7pred\n"", ""submission7.to_csv('RandomForest(No HT).csv',index = False)""]"
def torch_seed(seed): os.environ['PYTHONHASHSEED'] = str(seed) random.seed(seed) np.random.seed(seed) torch.manual_seed(seed) torch.cuda.manual_seed(seed) torch.backends.cudnn.deterministic = True,0,"['def torch_seed(seed):\n', ""    os.environ['PYTHONHASHSEED'] = str(seed)\n"", '    random.seed(seed)\n', '    np.random.seed(seed)\n', '    torch.manual_seed(seed)\n', '    torch.cuda.manual_seed(seed)\n', '    torch.backends.cudnn.deterministic = True']"
CHECKPOINT city_vs_count,0,['city_vs_count']
"def get_mse(Y, Yhat): ASSIGN = Y - Yhat return ASSIGN.dot(ASSIGN) path(ASSIGN) def plot_train_vs_test_curves(X, Y, sample=20, max_deg=20): ASSIGN = len(X) ASSIGN = np.random.choice(N, sample) ASSIGN = X[train_idx] ASSIGN = Y[train_idx] ASSIGN = [idx for idx in range(N) if idx not in train_idx] ASSIGN = X[test_idx] ASSIGN = Y[test_idx] ASSIGN = [] ASSIGN = [] for deg in range(max_deg+1): ASSIGN = make_poly(Xtrain, deg) ASSIGN = fit(Xtrain_poly, Ytrain) ASSIGN = Xtrain_poly.dot(w) ASSIGN = get_mse(Ytrain, Yhat_train) ASSIGN = make_poly(Xtest, deg) ASSIGN = Xtest_poly.dot(w) ASSIGN = get_mse(Ytest, Yhat_test) ASSIGN.append(ASSIGN) ASSIGN.append(ASSIGN) plt.plot(ASSIGN, label=""train mse"") plt.plot(ASSIGN, label=""test mse"") plt.legend() plt.show() plt.plot(ASSIGN, label=""train mse"") plt.legend() plt.show()",1,"['def get_mse(Y, Yhat):\n', '    d = Y - Yhat\n', '    return d.dot(d) / len(d)\n', '\n', 'def plot_train_vs_test_curves(X, Y, sample=20, max_deg=20):\n', '    N = len(X)\n', '    train_idx = np.random.choice(N, sample)\n', '    Xtrain = X[train_idx]\n', '    Ytrain = Y[train_idx]\n', '    \n', '    test_idx = [idx for idx in range(N) if idx not in train_idx]\n', '    Xtest = X[test_idx]\n', '    Ytest = Y[test_idx]\n', '    \n', '    mse_trains = []\n', '    mse_tests = []\n', '    for deg in range(max_deg+1):\n', '        Xtrain_poly = make_poly(Xtrain, deg)\n', '        w = fit(Xtrain_poly, Ytrain)\n', '        Yhat_train = Xtrain_poly.dot(w)\n', '        mse_train = get_mse(Ytrain, Yhat_train)\n', '\n', '        Xtest_poly = make_poly(Xtest, deg)\n', '        Yhat_test = Xtest_poly.dot(w)\n', '        mse_test = get_mse(Ytest, Yhat_test)\n', '\n', '        mse_trains.append(mse_train)\n', '        mse_tests.append(mse_test)\n', '\n', '    plt.plot(mse_trains, label=""train mse"")\n', '    plt.plot(mse_tests, label=""test mse"")\n', '    plt.legend()\n', '    plt.show()\n', '\n', '    plt.plot(mse_trains, label=""train mse"")\n', '    plt.legend()\n', '    plt.show()\n', '        ']"
